Probability,real,muestra,r_proba
0.31567385334352105,0,train,"(0.2, 0.4]"
0.29481799746700055,0,train,"(0.2, 0.4]"
0.29853497060649314,0,train,"(0.2, 0.4]"
0.2957585778983155,0,train,"(0.2, 0.4]"
0.2947857903877774,0,train,"(0.2, 0.4]"
0.32110782127203036,1,train,"(0.2, 0.4]"
0.6366452956861138,1,train,"(0.6, 0.8]"
0.2992763803929604,0,train,"(0.2, 0.4]"
0.2958330072588492,0,train,"(0.2, 0.4]"
0.30000103840908904,0,train,"(0.2, 0.4]"
0.3630538092799682,0,train,"(0.2, 0.4]"
0.7044007529671505,0,train,"(0.6, 0.8]"
0.3057552736353036,0,train,"(0.2, 0.4]"
0.3004670744692971,0,train,"(0.2, 0.4]"
0.33068896834675887,1,train,"(0.2, 0.4]"
0.2957006399356738,0,train,"(0.2, 0.4]"
0.6663952358951603,1,train,"(0.6, 0.8]"
0.30269804145261164,0,train,"(0.2, 0.4]"
0.33728362523783534,0,train,"(0.2, 0.4]"
0.3019326963203878,0,train,"(0.2, 0.4]"
0.307779708705382,1,train,"(0.2, 0.4]"
0.2986223346089405,0,train,"(0.2, 0.4]"
0.2999122447850366,1,train,"(0.2, 0.4]"
0.3034849868088001,0,train,"(0.2, 0.4]"
0.30303293226514977,1,train,"(0.2, 0.4]"
0.30864584092148756,1,train,"(0.2, 0.4]"
0.3027071300291544,1,train,"(0.2, 0.4]"
0.3158318988697166,0,train,"(0.2, 0.4]"
0.47235968621820357,1,train,"(0.4, 0.6]"
0.2984028922474964,0,train,"(0.2, 0.4]"
0.30413952751722506,0,train,"(0.2, 0.4]"
0.2979715275629609,0,train,"(0.2, 0.4]"
0.7457700509739038,1,train,"(0.6, 0.8]"
0.29725979764628685,0,train,"(0.2, 0.4]"
0.7161432602486596,1,train,"(0.6, 0.8]"
0.36543809878613426,1,train,"(0.2, 0.4]"
0.3004070315385038,0,train,"(0.2, 0.4]"
0.30413952751722506,0,train,"(0.2, 0.4]"
0.29829486104846703,0,train,"(0.2, 0.4]"
0.33983261220859773,0,train,"(0.2, 0.4]"
0.2949331973631723,0,train,"(0.2, 0.4]"
0.3169044342692871,0,train,"(0.2, 0.4]"
0.2966345455964355,0,train,"(0.2, 0.4]"
0.44113618529154164,0,train,"(0.4, 0.6]"
0.671652970363995,1,train,"(0.6, 0.8]"
0.29824899501582053,1,train,"(0.2, 0.4]"
0.36343801228317335,1,train,"(0.2, 0.4]"
0.3061818967899454,0,train,"(0.2, 0.4]"
0.2986223346089405,0,train,"(0.2, 0.4]"
0.3037954545899553,1,train,"(0.2, 0.4]"
0.305934244140602,0,train,"(0.2, 0.4]"
0.2963974556937909,1,train,"(0.2, 0.4]"
0.2957585778983155,0,train,"(0.2, 0.4]"
0.2986223346089405,0,train,"(0.2, 0.4]"
0.2929230734213304,0,train,"(0.2, 0.4]"
0.30351278027220147,0,train,"(0.2, 0.4]"
0.3078256242158898,0,train,"(0.2, 0.4]"
0.6330803261889906,0,train,"(0.6, 0.8]"
0.29495867537062337,0,train,"(0.2, 0.4]"
0.3033959296947194,0,train,"(0.2, 0.4]"
0.30152617083143096,0,train,"(0.2, 0.4]"
0.3003779977549585,0,train,"(0.2, 0.4]"
0.29456122033716375,0,train,"(0.2, 0.4]"
0.3031550125599437,0,train,"(0.2, 0.4]"
0.29935074325033983,0,train,"(0.2, 0.4]"
0.2979214062135489,0,train,"(0.2, 0.4]"
0.2951742529835025,0,train,"(0.2, 0.4]"
0.4471820089476704,1,train,"(0.4, 0.6]"
0.30146515337134594,0,train,"(0.2, 0.4]"
0.3041168619395024,0,train,"(0.2, 0.4]"
0.2957006399356738,0,train,"(0.2, 0.4]"
0.3056623234912089,1,train,"(0.2, 0.4]"
0.3001073299568743,1,train,"(0.2, 0.4]"
0.2948126381720637,0,train,"(0.2, 0.4]"
0.3033959296947194,0,train,"(0.2, 0.4]"
0.2957006399356738,0,train,"(0.2, 0.4]"
0.29472428877772355,0,train,"(0.2, 0.4]"
0.30684324635036686,0,train,"(0.2, 0.4]"
0.7449827187038238,1,train,"(0.6, 0.8]"
0.3679520101544043,0,train,"(0.2, 0.4]"
0.30762211362092134,1,train,"(0.2, 0.4]"
0.3204127254002106,0,train,"(0.2, 0.4]"
0.285820251604659,0,train,"(0.2, 0.4]"
0.73493763625192,1,train,"(0.6, 0.8]"
0.662420922357675,0,train,"(0.6, 0.8]"
0.29308950956992164,1,valid,"(0.2, 0.4]"
0.2972942708982687,0,valid,"(0.2, 0.4]"
0.3026855301052232,0,valid,"(0.2, 0.4]"
0.3790427480590514,1,valid,"(0.2, 0.4]"
0.31902404697522413,1,valid,"(0.2, 0.4]"
0.6880319938718319,1,valid,"(0.6, 0.8]"
0.3048728001468025,1,valid,"(0.2, 0.4]"
0.3016745952144544,0,valid,"(0.2, 0.4]"
0.31837298705444883,1,valid,"(0.2, 0.4]"
0.32763592820083165,1,valid,"(0.2, 0.4]"
0.444191411013211,0,valid,"(0.4, 0.6]"
0.2970021426194937,0,valid,"(0.2, 0.4]"
0.29353631699934885,0,valid,"(0.2, 0.4]"
0.29863043285856433,0,valid,"(0.2, 0.4]"
0.29630539170116116,0,valid,"(0.2, 0.4]"
0.374392363607991,1,valid,"(0.2, 0.4]"
0.441216556119327,1,valid,"(0.4, 0.6]"
0.30484652636124104,1,valid,"(0.2, 0.4]"
0.2988603435599819,0,valid,"(0.2, 0.4]"
0.4453481222247257,0,valid,"(0.4, 0.6]"
0.2982662010177277,0,valid,"(0.2, 0.4]"
0.30657733358253225,1,valid,"(0.2, 0.4]"
0.3062066248992536,1,valid,"(0.2, 0.4]"
0.30250710280645066,0,valid,"(0.2, 0.4]"
0.2949413364947671,0,valid,"(0.2, 0.4]"
0.32040104904605793,0,valid,"(0.2, 0.4]"
0.3120897899938051,0,valid,"(0.2, 0.4]"
0.29698423315390493,1,valid,"(0.2, 0.4]"
0.34506103200322275,0,valid,"(0.2, 0.4]"
0.3011345899404379,0,valid,"(0.2, 0.4]"
0.30413952751722506,0,valid,"(0.2, 0.4]"
0.3064481167641157,1,valid,"(0.2, 0.4]"
0.32336385359104813,0,valid,"(0.2, 0.4]"
0.30210383238213806,0,valid,"(0.2, 0.4]"
0.30571753153024234,1,valid,"(0.2, 0.4]"
0.2944248918919468,0,valid,"(0.2, 0.4]"
0.339381927637421,1,valid,"(0.2, 0.4]"
0.3048728001468025,1,valid,"(0.2, 0.4]"
0.33355881237422863,1,valid,"(0.2, 0.4]"
0.2957585778983155,0,valid,"(0.2, 0.4]"
0.6179066074552324,0,valid,"(0.6, 0.8]"
0.29206996507574,0,valid,"(0.2, 0.4]"
0.2957006399356738,0,valid,"(0.2, 0.4]"
0.2986223346089405,0,valid,"(0.2, 0.4]"
0.3024394745375914,0,valid,"(0.2, 0.4]"
0.3363475519781446,0,valid,"(0.2, 0.4]"
0.30410172133916874,0,valid,"(0.2, 0.4]"
0.2988963792798008,0,valid,"(0.2, 0.4]"
0.29852211536054446,0,valid,"(0.2, 0.4]"
0.8026860844963455,0,valid,"(0.8, 1.0]"
0.3480779244669148,1,valid,"(0.2, 0.4]"
0.7770614475904932,1,valid,"(0.6, 0.8]"
0.29642219476989695,0,valid,"(0.2, 0.4]"
0.7241336742216992,1,valid,"(0.6, 0.8]"
0.3035457582165394,0,valid,"(0.2, 0.4]"
0.6773162745726871,1,valid,"(0.6, 0.8]"
0.2970853532833579,0,valid,"(0.2, 0.4]"
0.6451363052134228,1,valid,"(0.6, 0.8]"
0.3063291786694735,1,valid,"(0.2, 0.4]"
0.31316623253576575,1,valid,"(0.2, 0.4]"
0.3014091985347834,0,valid,"(0.2, 0.4]"
0.3337289938931739,1,valid,"(0.2, 0.4]"
0.31070020325323733,1,valid,"(0.2, 0.4]"
0.30796090216182936,0,valid,"(0.2, 0.4]"
0.2986223346089405,0,valid,"(0.2, 0.4]"
0.30630847124750377,0,valid,"(0.2, 0.4]"
0.6371570879238634,0,valid,"(0.6, 0.8]"
0.2953944908204942,0,valid,"(0.2, 0.4]"
0.3064566642989,0,valid,"(0.2, 0.4]"
0.6966827804686513,1,valid,"(0.6, 0.8]"
0.3109494394395756,0,valid,"(0.2, 0.4]"
0.7000602733602846,1,valid,"(0.6, 0.8]"
0.32287770614109795,1,valid,"(0.2, 0.4]"
0.7263321871735119,1,valid,"(0.6, 0.8]"
0.29918844116195437,0,valid,"(0.2, 0.4]"
0.2887781538695232,0,valid,"(0.2, 0.4]"
0.3040957339301554,0,valid,"(0.2, 0.4]"
0.42994083551604056,1,valid,"(0.4, 0.6]"
0.3027592720467352,0,valid,"(0.2, 0.4]"
0.299580230485522,0,valid,"(0.2, 0.4]"
0.3362817347725585,0,valid,"(0.2, 0.4]"
0.3043228894782886,1,valid,"(0.2, 0.4]"
0.7675825010894051,1,valid,"(0.6, 0.8]"
0.2986270793066387,0,valid,"(0.2, 0.4]"
0.3198848078398949,0,valid,"(0.2, 0.4]"
0.41839202344193377,0,valid,"(0.4, 0.6]"
0.7884032514757607,1,valid,"(0.6, 0.8]"
0.5,1,valid,"(0.4, 0.6]"
0.30332608081079965,0,valid,"(0.2, 0.4]"
0.2960175712069049,0,valid,"(0.2, 0.4]"
0.335750206734217,1,valid,"(0.2, 0.4]"
0.3331818703272311,0,valid,"(0.2, 0.4]"
0.32134361832809943,0,valid,"(0.2, 0.4]"
0.2986302351946092,0,valid,"(0.2, 0.4]"
0.2957585778983155,0,valid,"(0.2, 0.4]"
0.295774470817946,0,valid,"(0.2, 0.4]"
0.43787480251777144,1,valid,"(0.4, 0.6]"
0.2973447148784777,1,valid,"(0.2, 0.4]"
0.3027071300291544,1,valid,"(0.2, 0.4]"
0.2962267237690542,0,valid,"(0.2, 0.4]"
0.3046026793728716,0,valid,"(0.2, 0.4]"
0.29526442257424407,0,valid,"(0.2, 0.4]"
0.7370825183417659,1,valid,"(0.6, 0.8]"
0.29588044100442373,0,valid,"(0.2, 0.4]"
0.2949249347616999,0,valid,"(0.2, 0.4]"
0.2936235045906117,0,valid,"(0.2, 0.4]"
0.3523952879773048,1,valid,"(0.2, 0.4]"
0.3509004732686445,0,valid,"(0.2, 0.4]"
0.29449866748665054,1,valid,"(0.2, 0.4]"
0.321007071300857,1,valid,"(0.2, 0.4]"
0.4392129641383813,1,valid,"(0.4, 0.6]"
0.3021535040127668,0,valid,"(0.2, 0.4]"
0.7461351329155833,1,valid,"(0.6, 0.8]"
0.30567988981586675,1,valid,"(0.2, 0.4]"
0.7460867434391365,0,valid,"(0.6, 0.8]"
0.30245840605780877,0,valid,"(0.2, 0.4]"
0.333515239978331,0,valid,"(0.2, 0.4]"
0.2996041866476182,0,valid,"(0.2, 0.4]"
0.3214027582333989,1,valid,"(0.2, 0.4]"
0.3274363051717455,0,valid,"(0.2, 0.4]"
0.2929683817231997,0,valid,"(0.2, 0.4]"
0.6794490546149695,1,valid,"(0.6, 0.8]"
0.681708214831051,1,valid,"(0.6, 0.8]"
0.38382348241706055,1,valid,"(0.2, 0.4]"
0.29768290953713217,0,valid,"(0.2, 0.4]"
0.31001037289474825,1,valid,"(0.2, 0.4]"
0.3116122795206011,1,valid,"(0.2, 0.4]"
0.6856513800317064,0,valid,"(0.6, 0.8]"
0.30031514978462936,0,valid,"(0.2, 0.4]"
0.3013540091873433,0,valid,"(0.2, 0.4]"
0.30483013901127803,1,valid,"(0.2, 0.4]"
0.29308950956992164,1,valid,"(0.2, 0.4]"
0.3033959296947194,0,valid,"(0.2, 0.4]"
0.35167097707752104,1,valid,"(0.2, 0.4]"
0.488238772975307,1,valid,"(0.4, 0.6]"
0.3174148609613179,1,valid,"(0.2, 0.4]"
0.7882510870145676,1,valid,"(0.6, 0.8]"
0.2954356074691816,0,valid,"(0.2, 0.4]"
0.29671104661589015,0,valid,"(0.2, 0.4]"
0.3092729767475159,0,valid,"(0.2, 0.4]"
0.30128432822943074,0,valid,"(0.2, 0.4]"
0.30808401942715596,0,valid,"(0.2, 0.4]"
0.2982556342537672,0,valid,"(0.2, 0.4]"
0.30112945387506707,0,valid,"(0.2, 0.4]"
0.31317277462779247,0,valid,"(0.2, 0.4]"
0.3232091830255431,1,valid,"(0.2, 0.4]"
0.29732375387177296,0,valid,"(0.2, 0.4]"
0.30069337473127206,0,valid,"(0.2, 0.4]"
0.7205987560224626,1,valid,"(0.6, 0.8]"
0.29666455876855835,0,valid,"(0.2, 0.4]"
0.2987596353209764,0,valid,"(0.2, 0.4]"
0.2983821015626099,0,valid,"(0.2, 0.4]"
0.3057492051900518,0,valid,"(0.2, 0.4]"
0.30681713282054823,1,valid,"(0.2, 0.4]"
0.2957006399356738,0,valid,"(0.2, 0.4]"
0.2961029696686609,0,valid,"(0.2, 0.4]"
0.4779308230862632,1,valid,"(0.4, 0.6]"
0.3048603117227018,1,valid,"(0.2, 0.4]"
0.3079671220003559,1,valid,"(0.2, 0.4]"
0.29746228021760635,0,valid,"(0.2, 0.4]"
0.3021966982040319,0,valid,"(0.2, 0.4]"
0.3092051409758743,1,valid,"(0.2, 0.4]"
0.29649847744901203,0,valid,"(0.2, 0.4]"
0.7086411801132213,1,valid,"(0.6, 0.8]"
0.29836983906441616,0,valid,"(0.2, 0.4]"
0.5351864264308301,0,valid,"(0.4, 0.6]"
0.30222784801992725,0,valid,"(0.2, 0.4]"
0.4380708797596025,1,valid,"(0.4, 0.6]"
0.3002153804674453,0,valid,"(0.2, 0.4]"
0.29531079862316284,0,valid,"(0.2, 0.4]"
0.5458913189369144,1,valid,"(0.4, 0.6]"
0.3148969372736048,1,valid,"(0.2, 0.4]"
0.30588097290572613,1,valid,"(0.2, 0.4]"
0.33699634858968724,0,valid,"(0.2, 0.4]"
0.3075789714138497,0,valid,"(0.2, 0.4]"
0.2992780397947132,0,valid,"(0.2, 0.4]"
0.31053034745864844,1,valid,"(0.2, 0.4]"
0.31730712217598156,1,valid,"(0.2, 0.4]"
0.35234103505983294,1,valid,"(0.2, 0.4]"
0.3106261591561602,0,valid,"(0.2, 0.4]"
0.3023469491549279,0,valid,"(0.2, 0.4]"
0.29476559170811834,0,valid,"(0.2, 0.4]"
0.29294524085300794,0,valid,"(0.2, 0.4]"
0.34293803158233843,0,valid,"(0.2, 0.4]"
0.7140053869463415,0,valid,"(0.6, 0.8]"
0.3062004701299241,0,valid,"(0.2, 0.4]"
0.31038239319890887,0,valid,"(0.2, 0.4]"
0.2957585778983155,0,valid,"(0.2, 0.4]"
0.339381927637421,1,valid,"(0.2, 0.4]"
0.3032113146745224,1,valid,"(0.2, 0.4]"
0.2934386324340531,0,valid,"(0.2, 0.4]"
0.29658746497414656,0,valid,"(0.2, 0.4]"
0.30355547088375495,0,valid,"(0.2, 0.4]"
0.2948219631645374,1,valid,"(0.2, 0.4]"
0.3116791953892608,1,valid,"(0.2, 0.4]"
0.7579451924751504,1,valid,"(0.6, 0.8]"
0.7262996206047515,1,valid,"(0.6, 0.8]"
0.2963974556937909,0,valid,"(0.2, 0.4]"
0.48250945332153217,1,valid,"(0.4, 0.6]"
0.327539930578185,0,valid,"(0.2, 0.4]"
0.3032793724063603,0,valid,"(0.2, 0.4]"
0.30104420611282123,0,valid,"(0.2, 0.4]"
0.3599328078501635,1,valid,"(0.2, 0.4]"
0.3044715208366805,1,valid,"(0.2, 0.4]"
0.3061504209679962,1,valid,"(0.2, 0.4]"
0.30855640387687844,1,valid,"(0.2, 0.4]"
0.2948268845518412,0,valid,"(0.2, 0.4]"
0.7849590228488739,1,valid,"(0.6, 0.8]"
0.2983718315352386,0,valid,"(0.2, 0.4]"
0.29899668334734686,0,valid,"(0.2, 0.4]"
0.7517750684258921,0,valid,"(0.6, 0.8]"
0.2953957046445962,0,valid,"(0.2, 0.4]"
0.75650264235405,1,valid,"(0.6, 0.8]"
0.29863183379347735,0,valid,"(0.2, 0.4]"
0.29353631699934885,0,valid,"(0.2, 0.4]"
0.3471185287874468,0,valid,"(0.2, 0.4]"
0.32055659242615475,1,valid,"(0.2, 0.4]"
0.5384782901188323,0,valid,"(0.4, 0.6]"
0.31794699147558725,1,valid,"(0.2, 0.4]"
0.2960175712069049,0,valid,"(0.2, 0.4]"
0.2957585778983155,0,valid,"(0.2, 0.4]"
0.307779708705382,0,valid,"(0.2, 0.4]"
0.303649040385533,0,valid,"(0.2, 0.4]"
0.3189369954916769,1,valid,"(0.2, 0.4]"
0.29775238899375744,0,valid,"(0.2, 0.4]"
0.3067235228807667,1,valid,"(0.2, 0.4]"
0.3003045031907016,0,valid,"(0.2, 0.4]"
0.6264517454506363,1,valid,"(0.6, 0.8]"
0.31405425614303234,1,valid,"(0.2, 0.4]"
0.30301277709315855,1,valid,"(0.2, 0.4]"
0.29481799746700055,0,valid,"(0.2, 0.4]"
0.6950241201504499,1,valid,"(0.6, 0.8]"
0.2986223346089405,0,valid,"(0.2, 0.4]"
0.305508623154049,1,valid,"(0.2, 0.4]"
0.29548600598935054,0,valid,"(0.2, 0.4]"
0.3064433996377557,1,valid,"(0.2, 0.4]"
0.7045229429458751,1,valid,"(0.6, 0.8]"
0.31185178414874,1,valid,"(0.2, 0.4]"
0.7187539022631074,1,valid,"(0.6, 0.8]"
0.3019413331894652,0,valid,"(0.2, 0.4]"
0.30663074393336603,0,valid,"(0.2, 0.4]"
0.3079349877657673,1,valid,"(0.2, 0.4]"
0.2992780397947132,0,valid,"(0.2, 0.4]"
0.3087955821155129,0,valid,"(0.2, 0.4]"
0.29877086877953335,0,valid,"(0.2, 0.4]"
0.29523455150897904,0,valid,"(0.2, 0.4]"
0.2957006399356738,0,valid,"(0.2, 0.4]"
0.29917788934884054,0,valid,"(0.2, 0.4]"
0.300373731950238,0,valid,"(0.2, 0.4]"
0.31632250236972664,1,valid,"(0.2, 0.4]"
0.30032567601747073,1,valid,"(0.2, 0.4]"
0.303987903832184,0,valid,"(0.2, 0.4]"
0.2986223346089405,0,valid,"(0.2, 0.4]"
0.3036933142769642,0,valid,"(0.2, 0.4]"
0.7762944704791783,1,valid,"(0.6, 0.8]"
0.296579547108685,1,valid,"(0.2, 0.4]"
0.30018106440126024,0,valid,"(0.2, 0.4]"
0.6920847886556418,1,valid,"(0.6, 0.8]"
0.2968884992173004,0,valid,"(0.2, 0.4]"
0.3101034263229469,1,valid,"(0.2, 0.4]"
0.6983491253099705,1,valid,"(0.6, 0.8]"
0.8032990572748614,0,valid,"(0.8, 1.0]"
0.302941561583986,1,valid,"(0.2, 0.4]"
0.29597360230517494,1,valid,"(0.2, 0.4]"
0.30155977082009233,0,valid,"(0.2, 0.4]"
0.3054652040740413,0,valid,"(0.2, 0.4]"
0.30742430378650754,0,valid,"(0.2, 0.4]"
0.3092051409758743,1,valid,"(0.2, 0.4]"
